episode,reward,pnl,actor_loss,value_loss,entropy
1,-12.963616742421015,-9955.462467070047,0.0,0.0007952594943119383,1.4245638353306622
2,-11.588314496175405,-9362.564467670663,0.0,0.001197476359157874,1.4682806245095674
3,-9.35610167215973,-5770.71090207024,0.0,0.001006136336746706,1.4213748616831643
4,-5.144042057581426,-421.62691542484754,0.0,0.0008425739832178112,1.3720785294260296
5,-2.4136892173278297,26703.52748627372,0.0,0.0005505776004849308,1.196601751748295
6,1.2070868674126758,44993.01988216188,0.0,0.0005661323687252748,1.0342899045153033
7,1.2722453109913667,-14877.060504345774,0.0,0.00743394227757086,0.9225444953799956
8,1.7268157381971458,44849.9312872158,0.0,0.0014917365871432206,0.7245187664714953
9,43.293649215390275,29455.571478110644,0.0,1.9265672343506681,0.9041900234740404
10,-0.054030300236757596,21085.262411152587,0.0,0.25729424158334085,0.7040775500991869
11,-442.58178794989357,22270.339622525324,0.0,156.07046587225565,0.54990318472985
12,281.6552845635247,26894.000224772335,0.0,122.55642786351781,0.38166934838435346
13,5.97394641517211,47302.697076697834,0.0,0.006385165399868649,0.4259535119137061
14,3.291864301754828,72150.27681529187,0.0,0.0008245244727645295,0.4700901054422415
15,0.887259591437003,20146.6300521719,0.0,0.001091348593122564,0.7361243183369793
16,1.475464063030069,20675.351244262776,0.0,0.2499389866657761,0.4580652088126434
17,81.27424073469926,11834.268249604736,0.0,4.5781917012871505,0.48404069986593506
18,-50.00730993999839,2820.2712714963855,0.0,1.559106318884828,0.47104047253240083
19,263.64145390232386,64125.553478654176,0.0,121.0706073435174,0.4423585966523249
20,71.84579988401306,15649.509197543939,0.0,10.28820599536593,0.36303834380288164
21,281.3551788146874,11233.225781507866,0.0,121.82772780058015,0.5274243040365123
22,-85.53630357651897,53862.81640868674,0.0,5.5341437709079875,0.701730113609561
23,-22.46124058114204,-5771.493137420102,0.0,1.0294635408608015,0.5135421895954225
24,8.374788012831372,41920.70142908059,0.0,0.013376866750128275,0.6065950837288429
25,367.35777873732866,-35119.14197942034,0.0,40.69212807250165,0.04926464357690532
26,-4.332057765927885,50703.592471034586,0.0,0.02827461945610464,0.4951408365353321
27,2.5702900431516906,75358.92642058813,0.0,0.001162275427109957,0.6735210636453259
28,5.862138524581644,41514.18659037693,0.0,0.0053831262473847475,0.30991374799798777
29,-47.63564851054101,-7231.6596996086255,0.0,2.5998141417392273,0.36051308635173235
30,238.85822962315905,-7633.557778569208,0.0,39.455246918540155,-0.09874452529211773
31,-178.77854508423212,22331.2182858014,0.0,19.283296230263876,0.22436913313590812
32,262.3722568942253,24244.936412190455,0.0,120.54652957443001,-0.027120523140876606
33,-87.66319929115134,-12497.838315327701,0.0,3.8202993494475472,0.021888033864559554
34,-13.96888685203399,2024.498742730484,0.0,2.163864370150285,0.037328980868637916
35,35.43161217270908,-13114.998876405949,0.0,0.9235156399291945,0.006264047504546825
36,4.01931872383101,83335.1072319824,0.0,0.0011333994027067785,-0.02576677462950881
37,35.98562321723352,29550.414142527632,0.0,0.9755443569254653,0.13834424052107527
38,-8.709098870268337,78659.75230762461,0.0,0.2279915305292499,0.1738795590187822
39,2.7731741670602266,46823.02214501253,0.0,0.24908344425098436,-0.04072957591242379
40,23.526844912605,65976.59762650798,0.0,0.2961778462003643,0.24641635254651884
41,291.7491321077014,37270.33396186324,0.0,38.949198763896455,-0.0234841325596097
42,111.38712765126087,86294.79383210433,0.0,16.404430713845137,0.526619310974465
43,1.4968378719336524,34263.10536064317,0.0,0.0037487626854098856,0.7297457211340467
44,14.168659452244961,64148.432448846856,0.0,0.2127641207715074,0.7792258238685982
45,2.3673245805747687,74018.13778095435,0.0,0.0008463682444839615,0.963085644301914
46,-6.676751055859822,25937.54096167221,0.0,0.34518416387700634,0.7477221450812759
47,2.5830249105291667,54757.07786477114,0.0,0.0014001593332458081,0.790504410818574
48,-406.5167380575546,38215.630391944615,0.0,123.06756177534281,0.7875014669927104
49,96.28257439587593,-33508.198645736236,0.0,13.368004751266978,0.6435975584068468
50,421.11830280496685,44125.84131819713,0.0,66.12495193036266,0.6322614711798019
51,-3.2029084747815615,9128.766121995277,0.0,0.40118363525672457,0.5253309766994789
52,802.0209802662729,-33040.50543701646,0.0,203.28445053281214,0.4152388842998161
53,-37.346282726980355,63151.14685799489,0.0,0.3464576047904086,0.8763887792204818
54,4.0245076779564934,100098.48008645029,0.0,0.0007804922031915512,0.9639429342711257
55,-0.9505847444392406,-12026.397028733882,0.0,0.0008108756192628095,0.833361016142936
56,2.2629552011753566,33168.798287992584,0.0,0.0010744681711955873,0.8174433210598572
57,-3033.671287090175,-3055.2889975018807,0.0,6391.542079250495,0.6657069010571355
58,42.055721590338806,42566.943808069074,0.0,12.318846511992218,0.6014416466932745
59,3.3743856507222594,96983.92658751816,0.0,0.0008891786341163901,0.8309706712496422
60,3.7206830039049503,89018.38647947035,0.0,0.0007607387523139984,0.7053586738184094
61,420.9237462462894,20381.523497393297,0.0,66.08362517918941,0.24517188621185984
62,380.3470733232261,-18551.74798208735,0.0,66.87584250948844,0.2860231898105537
63,1.2756972109940388,37902.36063164218,0.0,0.0007846885573166046,0.804670449789791
64,4.966744418892383,11410.829590029638,0.0,0.010523761639368396,0.5353878925927261
65,2.234348375217316,38793.17391913709,0.0,0.0007346476655108008,0.612977713579312
66,3.0269908625301825,51115.63350456298,0.0,0.0005400512362116603,0.4728797071043768
67,-3059.1395968110605,-1228.3827823173415,0.0,6394.395329811999,0.16142183888171402
68,-76.23651829391869,35560.770650413266,0.0,3.870522414713854,0.6048592446265199
69,141.4435054586795,9939.590406646545,0.0,13.847705893529044,-0.1684786004701718
70,1288.602522186663,12929.161383868075,0.0,1939.3383688808963,-0.3953901750944732
71,2209.049590147669,24145.254041965665,0.0,3449.6339074758585,-0.2290105548274282
72,4.078498389638038,88386.18404023713,0.0,0.0048865583485058735,0.2383941410697021
73,3.8630208340610572,97811.58177573163,0.0,0.0015132164515827236,0.5945058132589717
74,3.6083477259564622,62666.52607621671,0.0,0.0006384269323418613,0.5042365623216721
75,-29.994088447399232,-31657.88175845919,0.0,5.294273127380317,0.1828011482291567
76,115.29497587359687,57273.384227529445,0.0,24.92614450235821,0.599987244582735
77,82.22867415015546,59657.17597660579,0.0,59.02276458273608,0.4386313280140582
78,1.593998159097394,51057.006803885626,0.0,0.0033559225331763237,0.48868193935292464
79,0.8205193502339949,30970.2335967357,0.0,0.0014115141630966154,0.22689080263011244
80,0.602763062081946,51801.128773577606,0.0,0.0009430541590518261,0.34099716191884083
81,3.5787383262125183,95007.68831684202,0.0,0.0008532427965032445,0.37365095274539534
82,2.974775619551545,81398.12403876305,0.0,0.0006715835167727035,0.5084680389125078
83,-2.2968626741637426,-17397.741882174727,0.0,0.0012598970983855819,-0.06526928041074871
84,3.195825492836153,99785.87932498034,0.0,0.0008164043335151897,0.3553803756519864
85,0.5390037598142787,27848.354760798546,0.0,0.0007647831580037573,-0.18355626586569654
86,3.9318068052986077,95986.19541115107,0.0,0.000853964418995799,-0.03067555656196505
87,1.790590921485445,61439.346265722,0.0,0.0007141084902395094,-0.04905909993075989
88,14.326425900385388,16478.563125651373,0.0,0.6834401427993596,-0.21835650954744779
89,1.6129178374956732,62554.38938563075,0.0,0.0026090325924693993,0.039984126898205054
90,12.674268579583963,11506.459400112453,0.0,0.03882558851102572,-0.43337404200740687
91,2.0182770753044417,54374.084611610626,0.0,0.0012306650062652938,-0.5366261882300023
92,-35.11041772854309,17876.050571312975,0.0,0.594791299604497,-0.4288606744625472
93,0.1906358148736469,11994.420082383647,0.0,0.0034912692057592464,-0.8605754615162454
94,2.7089836531657214,59158.02679385315,0.0,0.0007841721962254918,-0.6503941000223027
95,-1.3892427627320494,-15303.789586682371,0.0,0.0013563295426701233,-0.9381607379542576
96,2.0569403957382164,43579.83163967809,0.0,0.0005777890797140744,-0.38401965227343937
97,2.4295406745311294,58640.675145497145,0.0,0.0006795609836639673,-0.04024104625707315
98,3.408132995523044,82372.30275156283,0.0,0.0005811501462717604,-0.18355564225376364
99,2.497956209647714,56140.50983923716,0.0,0.0007499274125794251,0.02698365670706457
100,7.447111772245116,41906.43088210063,0.0,0.04614636460969667,-0.5538343087842111
