episode,reward,pnl,critic_loss,actor_loss,alpha
1,-104.03633485638589,-5999.6153391698945,0.35316378946307553,-1.5627215564210564,0.895262598991394
2,-96.7973461252602,-4764.918514264949,0.25537261653986226,-2.434430275679118,0.7722509503364563
3,-100.63685897159961,-5366.223420041779,0.24704368678478875,-3.2359561789591944,0.6660963892936707
4,-97.71602569807536,-4081.2187219354673,0.27159374296242894,-3.8846286998586614,0.5743711590766907
5,-95.39023677714368,-4882.728625070748,0.30201766550782727,-4.423306086967731,0.49549052119255066
6,-82.74019585998131,-2477.196895083342,0.3207181924708475,-4.853799543322705,0.42746299505233765
7,-63.32333594853711,1590.8188720634603,0.3860086904305957,-5.100601185649694,0.36890190839767456
8,-105.81585032143683,-6170.997569895052,0.44156989320991974,-5.317452112190154,0.31837591528892517
9,-100.8232931317071,-5458.786777500451,0.41823066178611035,-5.523031375954649,0.27489593625068665
10,-68.94736359703738,-74.72160019034249,0.4204949841477566,-5.657197718204397,0.23747311532497406
11,-92.22076491040069,-4132.949343395476,0.4355237415819816,-5.72250703575645,0.20518586039543152
12,-90.94544756976057,-4124.561212308816,0.4003439762512682,-5.760212740917438,0.1771969497203827
13,-75.99156652307647,-1400.1213570143443,0.3640643143176307,-5.648032889646642,0.1531175673007965
14,-14.397336179959797,3105.0764943114486,0.6293444408606322,-5.16582616395931,0.13332687318325043
15,-49.48041613523604,-253.07719817296254,0.9644868218511887,-4.591902213454488,0.11738279461860657
16,0.25643762689536037,5094.188511741276,1.130554066194214,-4.277099919222627,0.10377287864685059
17,-97.58276519854013,-7260.791775035251,1.3331171424708066,-3.870360718295734,0.09197240322828293
18,-94.45910065046243,-7223.110581709105,1.34219476465763,-3.862364417399161,0.08117017894983292
19,-21.82924687105105,1218.352118317303,1.2254963793449904,-3.953708118647639,0.07144849747419357
20,-65.32172570220249,-3323.6322837284183,1.0035513715464095,-4.098653424606632,0.06282784789800644
21,-49.592970988649746,-1907.4889617802082,0.9964626501286006,-3.9591538398309365,0.05519874393939972
22,-68.64604966719861,-3506.060590391001,0.9044565531532857,-3.9466363667958166,0.048720188438892365
23,-65.12036876063164,-3992.6762478962473,0.879289759160539,-3.6531490447796866,0.043411947786808014
24,-103.6708296519906,-9422.56661584761,0.996617111117251,-3.394606870678272,0.03906288370490074
25,59.888127307170045,6393.643733575289,1.0620100285714345,-3.095689690379052,0.03527386859059334
26,-67.17406376594711,-5032.530438633912,1.2247121327426322,-2.293910066689729,0.03258597105741501
27,182.35138933657691,19959.512118765957,1.3034417135962124,-1.897704311848654,0.0300347451120615
28,5.503304217890723,703.5750661860611,2.482277940400699,-0.34886903698114974,0.029783587902784348
29,-67.84976965553099,-6024.471621474144,3.036652183919601,0.661593963129495,0.030999809503555298
30,-67.18250766591976,-5652.757956222665,3.048874936045788,0.772376901883836,0.03207024186849594
31,-43.90698326350324,-2345.720622449068,2.666382311323835,0.17273424008509813,0.029890436679124832
32,-95.03952262103923,-7706.883567011787,2.571239859469024,0.1918486262641485,0.027218984439969063
33,5.1745835677001715,4287.658663130917,1.5387215021294949,-0.6224784766518441,0.023257575929164886
34,310.07393363494873,32884.181541028534,1.879839507851591,-0.29528526760804,0.021698951721191406
35,7.7186222669075395,782.8622266907533,4.1351539526459655,2.8903843067722437,0.024325614795088768
36,-67.20554925205832,-5458.59669049816,3.9734353365203146,2.91152032642712,0.02768723852932453
37,-28.04619183866402,-2395.1013354626357,3.8042967965104757,2.83600924065824,0.030695412307977676
38,119.33345259298304,12030.686429418774,4.254249931228088,2.5687755513142863,0.03444366529583931
39,32.40308960522256,4991.319892191266,4.643373866593862,2.206609191641242,0.036512136459350586
40,288.58408697313524,29543.193925551306,3.2969167723588133,-0.41755387597238486,0.03411391004920006
41,-100.17706438822437,-8055.043729483666,3.724009059021971,0.9948712091129764,0.03448152169585228
42,358.66147034674424,36088.23410030856,4.220657806730173,1.675634971799038,0.0350942388176918
43,168.7502042954816,18132.918701568007,6.101770350222171,4.5502374892786115,0.04110022261738777
44,110.08657179045973,11339.533721956375,6.147164998266861,5.309423945210724,0.0473482571542263
45,-40.421882079820634,-2581.5502228841483,5.616326163071406,5.269599439164446,0.051605768501758575
46,79.36131879655841,9487.318080269733,4.265452555420433,4.163278288096492,0.05149638280272484
47,-72.23119387252655,-5458.262882605285,3.87580343325288,4.079336236746752,0.050416186451911926
48,668.902463418733,67867.69137547584,2.494093240152004,2.4937107020061506,0.04285226762294769
49,156.92205160522767,15948.548563881472,5.7500120056811985,5.4407614447765855,0.04597793519496918
50,173.63614836443114,17428.485474010304,5.156521250219906,7.313651786131017,0.05464838817715645
51,7.612366278930845,1185.6309842105868,6.607690376393935,7.617951367012627,0.06320099532604218
52,162.31109038561533,16498.36928233801,6.185048696241881,7.253779524251034,0.07217440754175186
53,-35.84281383291813,-3019.4179033614782,6.952290279144689,7.268640354729086,0.07952778041362762
54,19.838580071508275,3438.5757325566005,3.7251931581245716,3.954512656581329,0.0719558596611023
55,-69.74828214235175,-5274.876719458505,2.8965837392071925,2.0169856707899854,0.05835454538464546
56,-66.83760984832223,-5075.55092301569,2.1040045090532495,1.788457747895708,0.04892216622829437
57,-215.16993152824625,-21349.180590784847,1.9303361298346375,1.7545187139305576,0.042472515255212784
58,-5.7209506937630135,-20.045989027626774,3.0524290842410275,0.9181173094085457,0.037800855934619904
59,-79.9517615287936,-6669.417483701776,3.1907748304322574,1.9770431605604066,0.03403140604496002
60,201.92163714662843,20563.65146633162,2.9064581440045285,2.222694822168543,0.031181439757347107
61,988.5745748424176,99416.60530730012,5.132168578448693,4.245862614552341,0.03242413327097893
62,-39.10105604197182,-3139.223615289115,13.598104985442172,11.911795691592697,0.03668549284338951
63,-7.7607538558320925,-506.741567031295,13.105492563325058,11.308467161824689,0.0378003865480423
64,285.57530916434524,28582.47631717762,11.432829355421337,10.761764786986687,0.04328570514917374
65,114.30696562485608,11970.269722892735,15.92805381140409,12.640245449228654,0.05368901044130325
66,146.8326374507547,15753.505932621007,13.49697238243134,11.145244526814738,0.061142969876527786
67,29.444998829709156,5313.026513894763,6.983065737913878,6.338019778230369,0.06631471961736679
68,-83.23128784744615,-6115.041519629586,6.227775195832194,7.615864565497951,0.07112190872430801
69,26.381815472780644,3292.1236654254812,5.414057176084112,8.073656282366894,0.06987275928258896
70,1039.9958018955315,104347.06968441517,3.7458764840574825,6.274593198517032,0.062097374349832535
71,-60.0017744426232,-3790.821444782332,9.462060207043894,9.441378508329874,0.06086740270256996
72,337.77804308889324,34090.90274825526,11.248174561662713,8.526238274477754,0.05665547400712967
73,70.34973796215696,8215.22973003138,14.086631172327193,7.569052705900181,0.06379936635494232
74,-12.225980563158025,755.6061568646255,13.759055514848257,6.959533238749475,0.06846337765455246
75,125.40941146038891,14454.908861950984,12.383466001940064,7.397327280915049,0.0673305094242096
76,266.9931318157381,27129.172269334573,5.426232999152983,6.677026628965308,0.0642860010266304
77,266.6429907169051,27080.524955053814,7.0892023442966705,6.745133960948271,0.07624422013759613
78,106.120676932936,10827.525815412604,6.622258137979565,6.5801514786107065,0.08456175029277802
79,16.1184861193217,4678.903346131263,6.462474407579062,6.732416642365059,0.09289288520812988
80,-32.433287508365964,-1777.0329574083992,6.217543251359993,6.169509669547139,0.09665612131357193
81,167.78335165504362,17439.675792705122,5.7583796136519485,4.734760432407774,0.08950220793485641
82,524.3281385276948,52443.81385276953,7.163605770281314,5.251845956574106,0.08712151646614075
83,91.04770125478461,9474.35338286588,12.11202403304543,7.391118362999349,0.08553832024335861
84,-63.14557069355755,-5107.880614094427,11.86153711818973,7.500334758990206,0.0865357294678688
85,123.87335357552625,13739.141431308144,11.671357572199607,7.242112837746951,0.08745221793651581
86,-45.15607964951886,-3657.9039376675464,12.09930539034443,6.880203238365374,0.09009523689746857
87,3.3929699104134396,992.4216017772746,8.518736995862415,5.993204063624446,0.07550044357776642
88,7.7186222669075395,782.8622266907533,2.109154622926403,3.1815026873036434,0.05966432765126228
89,144.26986559248368,15690.428397826592,2.809567195648596,2.8998892640970784,0.053394388407468796
90,134.72701628973186,13483.701628973186,3.525757250872877,3.7619377894527286,0.0543498732149601
91,63.81812440777159,8729.166032349573,3.686635161026496,4.512495835460949,0.059364236891269684
92,-48.92275540581752,-4863.716311897553,4.005037574150301,5.579997939136829,0.06751878559589386
93,35.49455314050897,5433.435861119545,3.8643451174664447,6.26389909902886,0.07082485407590866
94,35.72375067972369,4248.398537567732,3.2651826281092955,7.10653730531735,0.0666901096701622
95,-82.01240393933267,-6785.522088048919,2.6316555982670966,6.641258330664335,0.05596182495355606
96,-14.73572559193307,-1294.7251779708292,1.9390667830160273,6.062142342208368,0.0474521704018116
97,-59.59575647422843,-4867.1035674041295,1.6904318468082264,5.411107098113209,0.04172635078430176
98,-12.879293366440086,365.4420563361268,1.4399611817533056,5.248091147347348,0.0376783162355423
99,-77.48854241527583,-7107.368660199595,1.0519823972400255,4.956940715743369,0.034709084779024124
100,333.9921283951756,33495.17329819727,2.0211217478219314,5.716608140150062,0.03492200747132301
